variant,policy,run_id,iteration,simulation_seed,timestamp,num_devices,lambda,w_failure,w_service,candidate_count,optimizer_time_ms,previous_alpha,selected_alpha,weighted_predicted_failure_rate,weighted_predicted_dnst,performance_cost,reconfiguration_cost,joint_cost,hard_stability_enabled,r_max,feasible_candidate_count,constraint_active,reconfigured,stability_violation,unconstrained_reconfiguration_cost,unconstrained_performance_cost,solver_status,app_weight_0,previous_w_load_0,previous_threshold_0,selected_w_load_0,selected_threshold_0,predicted_failure_rate_0,predicted_dnst_0,app_weight_1,previous_w_load_1,previous_threshold_1,selected_w_load_1,selected_threshold_1,predicted_failure_rate_1,predicted_dnst_1,app_weight_2,previous_w_load_2,previous_threshold_2,selected_w_load_2,selected_threshold_2,predicted_failure_rate_2,predicted_dnst_2
RT_OPT,RT_OPT,iteration_3,3,20260831,70.0,1800,,,,,36.43504199862946,0.6,0.75,,,,0.47738095238095235,,False,0.15,,False,True,True,0.47738095238095235,,feasible,,0.5,85.0,0.9,40.0,,,,0.7,80.0,0.9,40.0,,,,0.4,90.0,0.9,40.0,,
RT_OPT,RT_OPT,iteration_3,3,20260831,130.0,1800,,,,,4.407500004163012,0.75,0.6000000000000001,,,,0.08095238095238093,,False,0.15,,False,True,False,0.08095238095238093,,feasible,,0.9,40.0,0.9,30.0,,,,0.9,40.0,0.9,30.0,,,,0.9,40.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_3,3,20260831,190.0,1800,,,,,7.158458000048995,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_3,3,20260831,250.0,1800,,,,,4.527625002083369,0.75,0.6000000000000001,,,,0.06190476190476189,,False,0.15,,False,True,False,0.06190476190476189,,feasible,,0.9,30.0,0.9,20.0,,,,0.9,30.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_3,3,20260831,310.0,1800,,,,,6.648208000115119,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_3,3,20260831,370.0,1800,,,,,4.052457996294834,0.75,0.6000000000000001,,,,0.04285714285714285,,False,0.15,,False,True,False,0.04285714285714285,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,30.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_3,3,20260831,430.0,1800,,,,,4.211042003589682,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_3,3,20260831,490.0,1800,,,,,4.094499992788769,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_3,3,20260831,550.0,1800,,,,,3.654458007076755,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_3,3,20260831,610.0,1800,,,,,6.04012499388773,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
